ordernumber;instock;_additionaltext;_supplier;_price
5114.133;258;;Primus;
5114.134;305;;Primus;
5114.135;216;;Primus;
5114.136;171;;Primus;
5114.137;264;;Primus;
5114.138;361;;Primus;
5114.150;1;;Primus;
5114.171;9;;Primus;
5114.172;8;;Primus;
5114.173;53;;Primus;
5114.174;11;;Primus;
5114.175;2;;Primus;
5114.176;103;;Primus;
5114.177;26;;Primus;
5114.178;39;;Primus;
5114.179;54;;Primus;
5114.180;14;;Primus;
5114.181;12;;Primus;
5114.182;8;;Primus;
5114.183;27;;Primus;
5114.184;54;;Primus;
5114.186;45;;Primus;
5114.187;46;;Primus;
5114.188;46;;Primus;
5114.189;1;;Primus;
5114.191;1223;;Primus;
5115.021;16;;Primus;
5115.024;2;;Primus;
5115.028;46;;Primus;
5115.029;6;;Primus;
5115.030;2;;Primus;
5115.031;47;;Primus;
5115.032;60;;Primus;
5115.040;999999;;Primus;
5115.043;27;;Primus;
5115.052;21;;Primus;
5115.054;40;;Primus;
5115.060;103;;Primus;
5115.063;64;;Primus;
5115.064;35;;Primus;
5115.065;119;;Primus;
5117.002;4;;Primus;
5117.024;14;;Primus;
5119.000;2;;Primus;
5119.002;46;;Primus;
5119.003;122;;Primus;
5119.004;96;;Primus;
5119.005;72;;Primus;
5119.009;13;;Primus;
5119.010;322;;Primus;
5119.017;140;;Primus;
5119.024;14;;Primus;
5119.028;1;;Primus;
5119.030;77;;Primus;
5119.031;20;;Primus;
5119.032;33;;Primus;
5119.036;28;;Primus;
5119.037;39;;Primus;
5119.038;130;;Primus;
5119.039;147;;Primus;
5119.040;164;;Primus;
5119.041;91;;Primus;
5119.042;58;;Primus;
5119.043;18;;Primus;
5119.045;47;;Primus;
5119.046;29;;Primus;
5119.048;36;;Primus;
5119.050;191;;Primus;
5119.051;54;;Primus;
5119.052;92;;Primus;
5119.055;10;;Primus;
5119.056;13;;Primus;
5119.057;19;;Primus;
5119.059;13;;Primus;
5119.060;15;;Primus;
5119.061;8;;Primus;
5119.062;13;;Primus;
5119.063;9;;Primus;
5119.064;29;;Primus;
5119.067;9;;Primus;
5119.069;2;;Primus;
5119.070;15;;Primus;
5119.071;22;;Primus;
5119.072;2;;Primus;
5119.073;1;;Primus;
5119.074;49;;Primus;
5119.076;188;;Primus;
5119.079;31;;Primus;
5119.081;6;;Primus;
5119.082;20;;Primus;
5119.083;13;;Primus;
5119.084;12;;Primus;
5119.085;15;;Primus;
5119.086;11;;Primus;
5119.087;15;;Primus;
5119.088;63;;Primus;
5119.089;11;;Primus;
5119.090;5;;Primus;
5119.091;9;;Primus;
5119.092;6;;Primus;
5119.093;4;;Primus;
5119.097;21;;Primus;
5119.098;27;;Primus;
5119.100;22;;Primus;
5119.101;24;;Primus;
5119.102;20;;Primus;
5119.200;121;;Primus;
5119.201;119;;Primus;
5119.203;103;;Primus;
5119.204;123;;Primus;
5119.205;123;;Primus;
5119.206;123;;Primus;
5119.207;116;;Primus;
5119.208;124;;Primus;
5119.209;120;;Primus;
5119.210;109;;Primus;
5119.211;257;;Primus;
5119.212;271;;Primus;
5119.213;276;;Primus;
5119.214;270;;Primus;
5119.215;263;;Primus;
5119.216;277;;Primus;
5119.217;284;;Primus;
5119.218;261;;Primus;
5134.004;3;;Primus;
5134.026;39;;Primus;
5134.041;1;;Primus;
5141.001;28;;Primus;
5141.002;3;;Primus;
5141.003;117;;Primus;
5141.004;45;;Primus;
5141.005;41;;Primus;
5141.006;53;;Primus;
5141.007;111;;Primus;
5141.008;54;;Primus;
5141.009;11;;Primus;
5141.010;116;;Primus;
5141.011;27;;Primus;
5141.012;25;;Primus;
5141.013;131;;Primus;
5141.016;70;;Primus;
5141.017;1;;Primus;
5141.018;35;;Primus;
5141.019;34;;Primus;
5141.020;34;;Primus;
5141.021;13;;Primus;
5141.022;4;;Primus;
5141.023;42;;Primus;
5141.025;3;;Primus;
5141.026;18;;Primus;
5141.027;3;;Primus;
5141.028;34;;Primus;
5141.029;2;;Primus;
5141.031;26;;Primus;
5141.033;27;;Primus;
5141.034;33;;Primus;
5141.036;44;;Primus;
5141.038;30;;Primus;
5141.039;20;;Primus;
5141.040;1;;Primus;
5141.041;1;;Primus;
5141.043;39;;Primus;
5141.045;3;;Primus;
5141.046;18;;Primus;
5141.047;3;;Primus;
5141.048;3;;Primus;
5141.049;1;;Primus;
5141.051;5;;Primus;
5141.053;2;;Primus;
5141.055;1;;Primus;
5141.056;29;;Primus;
5141.059;2;;Primus;
5141.061;7;;Primus;
5141.062;34;;Primus;
5141.064;11;;Primus;
5141.065;16;;Primus;
5141.066;1;;Primus;
5141.067;8;;Primus;
5141.068;9;;Primus;
5141.069;5;;Primus;
5143.001;13;;Primus;
5143.003;4;;Primus;
5143.004;4;;Primus;
5143.005;5;;Primus;
5143.006;2;;Primus;
5143.009;20;;Primus;
5143.010;18;;Primus;
5143.011;27;;Primus;
5143.012;5;;Primus;
5143.014;52;;Primus;
5143.015;11;;Primus;
5143.016;3;;Primus;
5143.017;17;;Primus;
5143.018;10;;Primus;
5143.019;20;;Primus;
5143.021;4;;Primus;
5143.022;5;;Primus;
5143.024;3;;Primus;
5143.025;12;;Primus;
5143.026;8;;Primus;
5143.027;26;;Primus;
5143.028;1;;Primus;
5143.029;18;;Primus;
5143.030;14;;Primus;
5143.031;24;;Primus;
5143.032;2;;Primus;
5143.033;16;;Primus;
5143.034;19;;Primus;
5143.035;19;;Primus;
5143.036;8;;Primus;
5143.037;8;;Primus;
5143.038;14;;Primus;
5143.040;11;;Primus;
5143.041;7;;Primus;
5143.042;2;;Primus;
5143.043;7;;Primus;
5143.044;8;;Primus;
5143.045;1;;Primus;
5143.046;9;;Primus;
5143.047;5;;Primus;
5143.048;2;;Primus;
5143.049;4;;Primus;
5143.050;8;;Primus;
5143.051;5;;Primus;
5143.052;1;;Primus;
5143.053;5;;Primus;
5143.057;7;;Primus;
5143.058;2;;Primus;
5143.059;8;;Primus;
5143.060;1;;Primus;
5143.061;3;;Primus;
5143.062;12;;Primus;
5143.063;17;;Primus;
5143.064;7;;Primus;
5143.065;3;;Primus;
5143.067;9;;Primus;
5143.068;9;;Primus;
5145.022;11;;Primus;
5145.029;1;;Primus;
5171.006;12;;Primus;
5171.011;3873;;Primus;
5171.024;6;;Primus;
5171.025;1;;Primus;
5171.026;5;;Primus;
5171.027;3;;Primus;
5171.054;3;;Primus;
5171.058;13;;Primus;
5171.059;5;;Primus;
5171.073;1;;Primus;
5171.091;1;;Primus;
5171.092;2;;Primus;
5171.094;2;;Primus;
5171.099;2;;Primus;
5171.103;1;;Primus;
5171.104;1;;Primus;
5171.108;1;;Primus;
5171.111;1;;Primus;
5171.123;68;;Primus;
5172.002;2;;Primus;
5172.004;20;;Primus;
5172.007;5;;Primus;
5172.009;4;;Primus;
5172.010;8;;Primus;
5172.012;8;;Primus;
5172.016;6;;Primus;
5172.018;5;;Primus;
5172.020;1;;Primus;
5172.022;20;;Primus;
5172.023;4;;Primus;
5172.054;1;;Primus;
5172.062;5;;Primus;
5172.063;2;;Primus;
5172.064;2;;Primus;
5172.066;4;;Primus;
5172.067;2;;Primus;
5172.068;6;;Primus;
5172.069;5;;Primus;
5172.071;11;;Primus;
5172.072;4;;Primus;
5172.076;2;;Primus;
5172.078;4;;Primus;
5172.079;7;;Primus;
5172.082;10;;Primus;
5172.083;5;;Primus;
5172.098;1;;Primus;
5173.000;12;;Primus;
5173.001;6;;Primus;
5173.002;4;;Primus;
5173.003;7;;Primus;
5173.005;11;;Primus;
5173.007;1;;Primus;
5173.008;10;;Primus;
5173.010;11;;Primus;
5173.011;7;;Primus;
5173.012;5;;Primus;
5173.013;4;;Primus;
5173.014;4;;Primus;
5173.015;7;;Primus;
5173.018;4;;Primus;
5173.019;1;;Primus;
5173.020;7;;Primus;
5173.021;4;;Primus;
5173.026;3;;Primus;
5173.027;12;;Primus;
5173.028;4;;Primus;
5173.029;1;;Primus;
5173.030;7;;Primus;
5173.031;5;;Primus;
5173.104;1;;Primus;
5173.110;1;;Primus;
5173.112;1;;Primus;
5173.116;1;;Primus;
5173.123;7;;Primus;
5173.127;3;;Primus;
5173.128;3;;Primus;
5173.129;7;;Primus;
5173.132;9;;Primus;
5173.133;11;;Primus;
5173.134;3;;Primus;
5173.151;1;;Primus;
5173.152;1;;Primus;
5173.156;7;;Primus;
5173.159;5;;Primus;
5173.160;3;;Primus;
5173.161;19;;Primus;
5173.176;1;;Primus;
5173.177;1;;Primus;
5173.181;4;;Primus;
5174.002;20;;Primus;
5181.066;29;;Primus;
5181.067;21;;Primus;
5181.068;9;;Primus;
5181.109;47;;Primus;
5181.110;20;;Primus;
5181.132;7;;Primus;
5205.016;3;;Primus;
5205.022;6;;Primus;
5211.010;5;;Primus;
5211.012;14;;Primus;
5211.015;11;;Primus;
5211.016;4;;Primus;
5211.017;3;;Primus;
5211.019;5;;Primus;
5211.021;7;;Primus;
5211.022;10;;Primus;
5211.023;7;;Primus;
5211.024;11;;Primus;
5211.025;5;;Primus;
5211.026;5;;Primus;
5211.041;97;;Primus;
5211.100;1;;Primus;
5211.102;4;;Primus;
5211.106;6;;Primus;
5211.107;3;;Primus;
5211.109;2;;Primus;
5211.112;1;;Primus;
5211.113;2;;Primus;
5211.114;6;;Primus;
5211.115;5;;Primus;
5211.120;14;;Primus;
5211.125;7;;Primus;
5211.126;12;;Primus;
5211.127;8;;Primus;
5211.139;38;;Primus;
5211.140;4;;Primus;
5211.141;7;;Primus;
5211.147;40;;Primus;
5211.148;29;;Primus;
5211.149;27;;Primus;
5211.150;16;;Primus;
5211.151;33;;Primus;
5211.160;21;;Primus;
5211.204;1;;Primus;
5211.219;53;;Primus;
5212.000;9;;Primus;
5213.005;1;;Primus;
5213.006;2;;Primus;
5213.007;3;;Primus;
5213.009;6;;Primus;
5213.010;3;;Primus;
5213.012;4;;Primus;
5213.013;3;;Primus;
5213.015;3;;Primus;
5213.021;3;;Primus;
5213.029;4;;Primus;
5213.030;105;;Primus;
5213.033;103;;Primus;
5213.102;2;;Primus;
5213.103;1;;Primus;
5213.107;14;;Primus;
5213.110;1;;Primus;
5213.112;9;;Primus;
5213.113;5;;Primus;
5213.116;1;;Primus;
5213.117;9;;Primus;
5213.118;9;;Primus;
5213.120;11;;Primus;
5213.126;3;;Primus;
5213.131;7;;Primus;
5213.132;1;;Primus;
5213.137;4;;Primus;
5213.139;52;;Primus;
5213.142;34;;Primus;
5213.143;26;;Primus;
5213.144;74;;Primus;
5213.145;77;;Primus;
5213.146;112;;Primus;
5213.147;52;;Primus;
5213.148;44;;Primus;
5213.150;42;;Primus;
5213.156;38;;Primus;
5213.158;43;;Primus;
5213.159;25;;Primus;
5213.166;2;;Primus;
5213.180;2;;Primus;
5213.226;95;;Primus;
52133010;16;;Primus;
5214.000;2;;Primus;
5214.010;83;;Primus;
52161018;11;;Primus;
52161019;50;;Primus;
52162019;41;;Primus;
52162020;20;;Primus;
52163017;4;;Primus;
52163086;1;;Primus;
52163090;249;;Primus;
52163091;3345;;Primus;
52163092;5717;;Primus;
52173017;47;;Primus;
52181011;2;;Primus;
5219.003;2;;Primus;
5219.005;1;;Primus;
5219.006;4;;Primus;
5219.008;11;;Primus;
5219.009;1;;Primus;
5219.014;1;;Primus;
5219.015;4;;Primus;
5219.018;7;;Primus;
5219.019;2;;Primus;
5219.020;28;;Primus;
5219.021;4;;Primus;
5219.022;3;;Primus;
5219.023;2;;Primus;
5219.024;1;;Primus;
5219.025;2;;Primus;
5219.026;3;;Primus;
5219.027;5;;Primus;
5219.028;9;;Primus;
5219.029;5;;Primus;
5219.030;5;;Primus;
5219.032;6;;Primus;
5219.033;3;;Primus;
5219.034;4;;Primus;
5219.035;4;;Primus;
5219.036;8;;Primus;
5219.037;10;;Primus;
5219.038;82;;Primus;
5219.040;18;;Primus;
5219.041;27;;Primus;
5219.042;2;;Primus;
5221.002;2;;Primus;
52333013;198;;Primus;
5241.557;3;;Primus;
5301.018;1;;Primus;
5301.020;2;;Primus;
5301.025;1;;Primus;
5301.026;3;;Primus;
5301.027;6;;Primus;
5301.028;3;;Primus;
5301.030;5;;Primus;
5301.031;11;;Primus;
5301.032;7;;Primus;
5301.033;14;;Primus;
5301.034;8;;Primus;
5301.035;5;;Primus;
5301.036;4;;Primus;
5301.037;9;;Primus;
5301.038;4;;Primus;
5301.045;9;;Primus;
5301.047;4;;Primus;
5301.048;5;;Primus;
5301.049;4;;Primus;
5301.051;7;;Primus;
5301.052;2;;Primus;
5301.053;4;;Primus;
5301.056;4;;Primus;
5301.057;1;;Primus;
5301.061;1;;Primus;
5301.070;1;;Primus;
5301.073;1;;Primus;
5301.078;262;;Primus;
5301.079;5;;Primus;
5301.080;3;;Primus;
5301.084;1;;Primus;
5301.089;2;;Primus;
5301.090;5;;Primus;
5301.092;4;;Primus;
5301.094;6;;Primus;
5301.101;5;;Primus;
5301.102;13;;Primus;
5301.103;5;;Primus;
5301.104;1;;Primus;
5301.105;11;;Primus;
5301.107;9;;Primus;
5301.108;3;;Primus;
5301.109;12;;Primus;
5301.112;226;;Primus;
5301.815;2;;Primus;
5301.922;18;;Primus;
5301.923;159;;Primus;
5301.924;500;;Primus;
5301.926;1898;;Primus;
5301.929;194;;Primus;
5301.930;141;;Primus;
5301.932;24;;Primus;
5301.935;5;;Primus;
5301.938;9;;Primus;
5301.939;59;;Primus;
5301.942;360;;Primus;
5301.943;154;;Primus;
5301.945;62;;Primus;
5301.946;95;;Primus;
5301.947;1;;Primus;
5301.951;2;;Primus;
5301.952;41;;Primus;
5301.953;45;;Primus;
5301.954;61;;Primus;
5301.955;56;;Primus;
5303.001;1;;Primus;
5303.005;1;;Primus;
5303.016;3;;Primus;
5303.019;1;;Primus;
5303.020;2;;Primus;
5303.022;3;;Primus;
5303.023;1;;Primus;
5303.024;1;;Primus;
5303.025;2;;Primus;
5303.026;3;;Primus;
5303.030;3;;Primus;
5303.032;7;;Primus;
5303.033;3;;Primus;
5303.034;2;;Primus;
5303.035;3;;Primus;
5303.036;3;;Primus;
5303.037;1;;Primus;
5303.038;2;;Primus;
5303.039;3;;Primus;
5303.041;4;;Primus;
5303.042;4;;Primus;
5303.043;2;;Primus;
5303.044;2;;Primus;
5303.045;5;;Primus;
5303.046;7;;Primus;
5303.047;3;;Primus;
5303.048;7;;Primus;
5303.049;2;;Primus;
5303.051;1;;Primus;
5303.052;2;;Primus;
5303.053;5;;Primus;
5303.054;2;;Primus;
5303.055;4;;Primus;
5303.056;4;;Primus;
5303.057;4;;Primus;
5303.059;5;;Primus;
5303.060;7;;Primus;
5303.063;1;;Primus;
5303.065;1;;Primus;
5303.066;3;;Primus;
5303.068;2;;Primus;
5303.069;2;;Primus;
5303.070;2;;Primus;
5303.072;2;;Primus;
5303.073;2;;Primus;
5303.074;1;;Primus;
5303.075;1;;Primus;
5303.076;2;;Primus;
5303.077;1;;Primus;
5303.078;2;;Primus;
5303.079;9;;Primus;
5303.080;2;;Primus;
5303.081;5;;Primus;
5303.083;5;;Primus;
5303.084;1;;Primus;
5303.085;4;;Primus;
5303.087;3;;Primus;
5303.088;5;;Primus;
5303.090;1;;Primus;
5303.091;2;;Primus;
5303.092;1;;Primus;
5303.093;2;;Primus;
5303.095;4;;Primus;
5303.096;3;;Primus;
5303.097;3;;Primus;
5303.525;5;;Primus;
5303.900;2;;Primus;
5303.901;2;;Primus;
5303.921;12;;Primus;
5303.923;61;;Primus;
5303.924;65;;Primus;
5303.925;304;;Primus;
5303.927;91;;Primus;
5303.928;33;;Primus;
5303.929;92;;Primus;
5303.930;37;;Primus;
5303.931;40;;Primus;
5303.932;44;;Primus;
5303.933;26;;Primus;
5303.934;43;;Primus;
5303.935;14;;Primus;
5303.936;13;;Primus;
5303.937;9;;Primus;
5303.938;22;;Primus;
5303.939;17;;Primus;
5303.940;30;;Primus;
5303.941;22;;Primus;
5303.942;33;;Primus;
5303.943;44;;Primus;
5303.944;58;;Primus;
5303.945;47;;Primus;
5303.946;25;;Primus;
5303.947;37;;Primus;
5303.948;54;;Primus;
5303.949;83;;Primus;
5303.950;68;;Primus;
5303.951;78;;Primus;
5303.952;46;;Primus;
5303.953;24;;Primus;
5303.954;27;;Primus;
5304.009;2;;Primus;
5305.057;2;;Primus;
5305.074;12;;Primus;
5305.075;12;;Primus;
5305.077;13;;Primus;
5309.000;2;;Primus;
5309.002;2;;Primus;
5309.007;3;;Primus;
5309.011;4;;Primus;
5313.000;6;;Primus;
5313.029;9;;Primus;
5313.031;2;;Primus;
5313.033;47;;Primus;
5313.035;1;;Primus;
5313.036;1;;Primus;
5313.037;2;;Primus;
5313.038;1;;Primus;
5313.039;5;;Primus;
5313.041;1;;Primus;
5313.042;1;;Primus;
5313.043;1;;Primus;
5313.044;1;;Primus;
5313.045;1;;Primus;
5313.046;1;;Primus;
5313.047;1;;Primus;
5313.048;1;;Primus;
5313.049;1;;Primus;
5313.050;1;;Primus;
5313.052;1;;Primus;
5313.053;1;;Primus;
5313.054;2;;Primus;
5313.057;1;;Primus;
5313.058;1;;Primus;
5313.059;1;;Primus;
5313.061;1;;Primus;
5313.062;1;;Primus;
5313.063;1;;Primus;
5313.064;1;;Primus;
5313.065;1;;Primus;
5313.066;1;;Primus;
5313.067;1;;Primus;
5313.068;1;;Primus;
5313.069;1;;Primus;
5313.071;1;;Primus;
5313.072;2;;Primus;
5313.073;1;;Primus;
5313.074;2;;Primus;
5313.075;1;;Primus;
5313.076;1;;Primus;
5324.004;9;;Primus;
5331.002;1;;Primus;
5331.011;5;;Primus;
5331.012;4;;Primus;
5331.013;5;;Primus;
5331.015;1;;Primus;
5331.017;1;;Primus;
5331.019;1;;Primus;
5331.020;14;;Primus;
5331.021;3;;Primus;
5331.022;2;;Primus;
5331.024;1;;Primus;
5331.025;9;;Primus;
5331.026;7;;Primus;
5331.027;3;;Primus;
5331.028;9;;Primus;
5331.029;2;;Primus;
5331.030;2;;Primus;
5331.031;3;;Primus;
5331.032;11;;Primus;
5333.006;1;;Primus;
5333.013;1;;Primus;
5333.015;1;;Primus;
5333.016;1;;Primus;
5333.018;1;;Primus;
5333.021;1;;Primus;
5333.025;1;;Primus;
5333.026;2;;Primus;
5333.027;2;;Primus;
5333.029;1;;Primus;
5333.030;1;;Primus;
5333.031;1;;Primus;
5333.033;1;;Primus;
5333.036;1;;Primus;
5333.038;1;;Primus;
5333.041;1;;Primus;
5334.000;5;;Primus;
5334.005;1;;Primus;
5335.003;1;;Primus;
5339.008;6;;Primus;
5339.016;1;;Primus;
5339.018;4;;Primus;
5363.001;13;;Primus;
5363.002;18;;Primus;
5363.003;18;;Primus;
5363.004;3;;Primus;
5363.005;5;;Primus;
5363.006;2;;Primus;
5363.008;2;;Primus;
5363.009;1;;Primus;
5363.010;2;;Primus;
5363.013;2;;Primus;
5363.015;1;;Primus;
5363.016;1;;Primus;
5363.018;1;;Primus;
5363.019;3;;Primus;
5363.020;2;;Primus;
5363.021;2;;Primus;
5363.022;2;;Primus;
5363.023;1;;Primus;
5363.024;2;;Primus;
5363.026;1;;Primus;
5363.027;6;;Primus;
5368.000;5;;Primus;
5375.101;2066;;Primus;
5377.100;2442;;Primus;
5401.009;1;;Primus;
5401.010;1;;Primus;
5405.009;16;;Primus;
5405.014;2;;Primus;
5405.016;3;;Primus;
5405.017;3;;Primus;
5405.018;1;;Primus;
5411.006;30;;Primus;
5411.008;6;;Primus;
5411.010;6;;Primus;
5413.000;1;;Primus;
5413.001;1;;Primus;
5413.009;1;;Primus;
5413.010;1;;Primus;
5413.011;1;;Primus;
5413.013;4;;Primus;
5413.014;2;;Primus;
5413.015;5;;Primus;
5413.016;6;;Primus;
5413.017;2;;Primus;
5413.018;1;;Primus;
5413.019;1;;Primus;
5413.024;4;;Primus;
5413.025;4;;Primus;
5413.036;1;;Primus;
5413.037;1;;Primus;
5413.038;1;;Primus;
5413.039;6;;Primus;
5413.041;24;;Primus;
5413.042;2;;Primus;
5413.043;3;;Primus;
5413.044;2;;Primus;
5413.045;1;;Primus;
5413.049;11;;Primus;
5413.050;3;;Primus;
5413.051;8;;Primus;
5413.052;3;;Primus;
5413.053;2;;Primus;
5413.055;5;;Primus;
5413.056;1;;Primus;
5413.058;5;;Primus;
5413.059;3;;Primus;
5413.060;5;;Primus;
5413.061;4;;Primus;
5413.062;2;;Primus;
5413.065;1;;Primus;
5413.066;2;;Primus;
5413.068;2;;Primus;
5413.069;1;;Primus;
5413.072;1;;Primus;
5413.073;1;;Primus;
5413.074;2;;Primus;
5413.079;1;;Primus;
5413.080;1;;Primus;
5413.083;1;;Primus;
5414.007;1;;Primus;
5414.008;4;;Primus;
5415.007;2;;Primus;
5415.011;5;;Primus;
5415.013;11;;Primus;
5415.031;3;;Primus;
5415.035;3;;Primus;
5415.037;3;;Primus;
5415.039;3;;Primus;
5415.055;15;;Primus;
5415.056;5;;Primus;
5415.057;3;;Primus;
5415.058;11;;Primus;
5415.059;10;;Primus;
5415.060;14;;Primus;
5415.061;12;;Primus;
5415.062;4;;Primus;
5415.063;7;;Primus;
5415.064;23;;Primus;
5415.065;8;;Primus;
5415.067;4;;Primus;
5417.005;3;;Primus;
5419.025;8991;;Primus;
54216001;1;;Primus;
54216010;2;;Primus;
5424.007;15;;Primus;
5424.008;30;;Primus;
5425.016;4;;Primus;
5425.017;45;;Primus;
5425.022;2;;Primus;
5425.024;1;;Primus;
5425.025;3;;Primus;
5425.034;15;;Primus;
5425.038;3;;Primus;
5425.053;25;;Primus;
5425.054;90;;Primus;
5425.056;113;;Primus;
5425.060;3;;Primus;
5425.061;842;;Primus;
5425.062;12;;Primus;
5425.063;68;;Primus;
5425.066;3;;Primus;
5425.067;13;;Primus;
5425.068;12;;Primus;
5425.069;710;;Primus;
5425.070;690;;Primus;
5425.071;11;;Primus;
5425.075;2;;Primus;
5425.076;19;;Primus;
5425.078;690;;Primus;
5425.079;1;;Primus;
5425.080;1;;Primus;
5429.023;69;;Primus;
5429.025;79;;Primus;
5441.014;6;;Primus;
5445.006;104;;Primus;
5445.015;8;;Primus;
5445.016;5;;Primus;
5445.017;15;;Primus;
5445.018;13;;Primus;
5445.019;19;;Primus;
5449.002;355;;Primus;
5501.000;13;;Primus;
5501.002;8;;Primus;
5505.001;4;;Primus;
55133024;112;;Primus;
55133025;4344;;Primus;
55133026;147;;Primus;
55133033;6;;Primus;
5514.000;10;;Primus;
5515.000;10;;Primus;
5515.004;36;;Primus;
5515.005;11;;Primus;
55160001;999999;;Primus;
55161003;5;;Primus;
55161005;2;;Primus;
55161008;2;;Primus;
55161014;10;;Primus;
55161019;2;;Primus;
55161020;1;;Primus;
55161021;8;;Primus;
55161024;27;;Primus;
55161025;3;;Primus;
55161026;8;;Primus;
55161027;5;;Primus;
55161028;5;;Primus;
55161029;87;;Primus;
55162001;2;;Primus;
55162002;4;;Primus;
55163005;509;;Primus;
55169002;2;;Primus;
55169003;1;;Primus;
55173001;3;;Primus;
55173003;2;;Primus;
55173004;8;;Primus;
55173005;1;;Primus;
55173007;1;;Primus;
55173008;8;;Primus;
55173009;6;;Primus;
55173011;4;;Primus;
55173012;7;;Primus;
55173013;1;;Primus;
55173014;42;;Primus;
55173015;24;;Primus;
55173017;1;;Primus;
55173018;11;;Primus;
55173019;1;;Primus;
55181001;5;;Primus;
55181002;2;;Primus;
55181003;5;;Primus;
55181004;2;;Primus;
55181005;3;;Primus;
55181009;11;;Primus;
55181016;3;;Primus;
55181024;3;;Primus;
55181025;14;;Primus;
55181027;3;;Primus;
55181028;8;;Primus;
55189013;244;;Primus;
5525.014;13;;Primus;
5525.015;20;;Primus;
5525.016;21;;Primus;
5525.017;3;;Primus;
5525.018;4;;Primus;
5525.019;3;;Primus;
55281001;1;;Primus;
55323008;57;;Primus;
5535.000;10;;Primus;
5535.004;2;;Primus;
5535.005;5;;Primus;
5535.023;15;;Primus;
5535.024;9;;Primus;
5535.025;9;;Primus;
5535.027;18;;Primus;
5535.028;7;;Primus;
5601.001;307;;Primus;
5605.006;1;;Primus;
5605.013;5;;Primus;
5605.022;18;;Primus;
5605.023;1;;Primus;
5605.025;1;;Primus;
5605.031;10;;Primus;
5605.032;8;;Primus;
5605.035;999;;Primus;
5605.037;12;;Primus;
5605.044;7;;Primus;
5605.052;12;;Primus;
5605.053;52;;Primus;
5605.055;13;;Primus;
5605.056;13;;Primus;
5605.057;24;;Primus;
5605.058;4;;Primus;
5605.059;18;;Primus;
5605.060;10;;Primus;
5605.062;2;;Primus;
5605.063;3;;Primus;
5605.064;10;;Primus;
5605.066;1;;Primus;
5605.067;2;;Primus;
5605.068;2;;Primus;
5605.069;4;;Primus;
5605.071;2;;Primus;
5605.072;19;;Primus;
5605.073;1;;Primus;
5615.011;7;;Primus;
5615.012;3;;Primus;
56716001;1;;Primus;
5704.000;66;;Primus;
5705.014;15;;Primus;
5705.015;20;;Primus;
5705.016;15;;Primus;
5705.023;7;;Primus;
5705.030;12;;Primus;
5705.041;8;;Primus;
5705.042;2;;Primus;
5705.043;16;;Primus;
5705.044;11;;Primus;
5705.045;17;;Primus;
5705.046;14;;Primus;
5705.048;13;;Primus;
5705.053;8;;Primus;
5705.054;3;;Primus;
5705.055;14;;Primus;
5705.056;3;;Primus;
57213002;13;;Primus;
57213010;6;;Primus;
57213016;1;;Primus;
57222005;4;;Primus;
57900002;18;;Primus;
57900006;2;;Primus;
5804.017;26;;Primus;
5805.002;2;;Primus;
5805.010;16;;Primus;
5805.030;2;;Primus;
5805.045;5;;Primus;
5805.047;5;;Primus;
58112006;7;;Primus;
5815.000;19;;Primus;
5815.001;16;;Primus;
5815.002;27;;Primus;
5815.003;7;;Primus;
5815.004;25;;Primus;
5815.005;10;;Primus;
58169001;999999;;Primus;
58181023;6;;Primus;
58677003;668;;Primus;
5905.000;1;;Primus;
5905.022;131;;Primus;
5905.024;4;;Primus;
5905.025;14;;Primus;
59163014;181;;Primus;
59163015;76;;Primus;
59163017;5693;;Primus;
59233001;425;;Primus;
59243003;22;;Primus;
59632001;52;;Primus;
59677002;24;;Primus;
59677003;635;;Primus;
60013034;2;;Primus;
60013035;3;;Primus;
60013043;3;;Primus;
60013045;4;;Primus;
60013046;3;;Primus;
60021010;72;;Primus;
60021011;1;;Primus;
60021013;86;;Primus;
60022001;3;;Primus;
60211001;5;;Primus;
60243014;910;;Primus;
60243019;151;;Primus;
61112031;1;;Primus;
61122043;999999;;Primus;
61123002;999999;;Primus;
61163030;175;;Primus;
61163031;77;;Primus;
61163033;1194;;Primus;
61173020;5;;Primus;
61173021;156;;Primus;
61181001;18;;Primus;
61233002;1;;Primus;
61243001;2;;Primus;
63736001;1;;Primus;
64010034;1;;Primus;
64010039;1;;Primus;
64010040;3;;Primus;
64010041;1;;Primus;
64010042;1;;Primus;
64010044;1;;Primus;
64010045;5;;Primus;
64012016;1;;Primus;
64021007;19;;Primus;
64021028;21;;Primus;
64021031;43;;Primus;
64023029;8;;Primus;
64023032;15;;Primus;
64023033;11;;Primus;
64023034;5;;Primus;
64023035;5;;Primus;
64023036;39;;Primus;
64023037;12;;Primus;
64023038;46;;Primus;
64023040;9;;Primus;
64023041;42;;Primus;
64033001;1;;Primus;
64033002;2;;Primus;
64073001;27;;Primus;
64073002;36;;Primus;
64073003;32;;Primus;
64212007;33;;Primus;
64222002;5;;Primus;
64243001;62;;Primus;
64243003;18;;Primus;
64251039;25;;Primus;
64251040;629;;Primus;
64251041;99;;Primus;
64253059;1;;Primus;
64253068;6;;Primus;
64323004;9;;Primus;
64331031;1;;Primus;
64331035;13;;Primus;
64331036;178;;Primus;
64383003;173;;Primus;
64420001;39;;Primus;
64420002;25;;Primus;
64420003;78;;Primus;
64420004;47;;Primus;
64420007;742;;Primus;
